FID,doe_school_code,deewr_id,school_name,level_of_schooling,school_speciality_type,year_ranges,preschool_indicator,school_gender,teaching_staff,non_teaching_staff,total_enrolments,phone,school_email,fax,lga,electorate,federal_electorate,address,suburb,postcode,latitude,longitude,the_geom
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61f1,4066,10757,Windsor South Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,10,6,157,4577 3559,windsorsth-p.School@det.nsw.edu.au,4577 6749,Hawkesbury (C),Hawkesbury,Macquarie,77 Church Street,South Windsor,2756,-33.6182,150.804,POINT (-33.618221282958984 150.8040313720703)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61f0,4067,7570,Matraville Soldiers Settlement Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,10,7,213,9311 1175,matravilss-p.School@det.nsw.edu.au,9661 4232,Randwick (C),Maroubra,Kingsford Smith,Menin Rd,Matraville ,2036,-33.958,151.24,POINT (-33.958038330078125 151.239990234375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ef,4071,7748,Oatlands Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,18,3,188,9630 3486,oatlands-p.School@det.nsw.edu.au,9890 1914,Parramatta (C),Parramatta,Parramatta,Belmore St East,Oatlands ,2117,-33.8001,151.0235,POINT (-33.800086975097656 151.0235137939453)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ee,4075,4918,Kirrawee Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,13,8,226,9521 4514,kirrawee-p.School@det.nsw.edu.au,9545 3318,Sutherland Shire (A),Miranda,Hughes,Bath Rd,Kirrawee ,2232,-34.0335,151.0775,POINT (-34.03346633911133 151.07748413085938)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ed,4077,5501,Illawong Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,11,3,215,9543 1604,illawong-p.School@det.nsw.edu.au,9543 7354,Sutherland Shire (A),Miranda,Hughes,Fowler Rd,Illawong ,2234,-33.9991,151.0427,POINT (-33.9991340637207 151.04269409179688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ec,4083,9960,Kemblawarra Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,9,8,95,4274 2024,kemblawarr-p.School@det.nsw.edu.au,4276 2871,Wollongong (C),Wollongong,Cunningham,Shellharbour Rd,Port Kembla ,2505,-34.4893,150.8932,POINT (-34.48928451538086 150.89324951171875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61eb,4084,8654,Lilli Pilli Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,19,4,371,9524 9705,lillipilli-p.School@det.nsw.edu.au,9540 3076,Sutherland Shire (A),Cronulla,Cook,Lilli Pilli Point Rd,Lilli Pilli ,2229,-34.0666,151.1184,POINT (-34.066593170166016 151.11839294433594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ea,4085,4407,Lismore Heights Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,6,231,6624 3344,lismorehts-p.School@det.nsw.edu.au,6625 2154,Lismore (C),Lismore,Page,195 High St,Lismore Heights ,2480,-28.807,153.3006,POINT (-28.806982040405273 153.30064392089844)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61e9,4088,8611,Padstow North Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,4,361,9773 8075,padstownth-p.School@det.nsw.edu.au,9792 3910,Bankstown (C),East Hills,Banks,Halcyon Ave,Padstow,2211,-33.9453,151.0314,POINT (-33.9453010559082 151.0314178466797)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61e8,4089,11094,Middleton Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,15,5,259,6862 1864,middleton-p.School@det.nsw.edu.au,6862 5310,Parkes (A),Orange,Riverina,Medlyn St,Parkes ,2870,-33.1478,148.1731,POINT (-33.14775085449219 148.17306518554688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61e7,4092,8604,Hannans Road Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,12,4,180,9153 8170,hannansrd-p.School@det.nsw.edu.au,9584 1420,Canterbury (C),Lakemba,Banks,Hannans Rd,Riverwood ,2210,-33.9453,151.0576,POINT (-33.94527053833008 151.05760192871094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61e6,4095,6143,Mount Ousley Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,9,3,214,4285 4211,mtousley-p.School@det.nsw.edu.au,4284 3142,Wollongong (C),Keira,Cunningham,Mount Ousley School,Fairy Meadow,2519,-34.3989,150.8882,POINT (-34.398868560791016 150.88824462890625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61e5,4097,8715,Tuggerawong Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,10,5,220,4392 1542,tuggerawon-p.school@det.nsw.edu.au,4393 1650,Wyong (A),Wyong,Dobell,Cadonia Rd,Tuggerawong ,2259,-33.2798,151.4856,POINT (-33.279823303222656 151.48561096191406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61e4,4100,11101,Forbes North Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,12,8,305,6852 2187,forbesnth-p.School@det.nsw.edu.au,6852 1452,Forbes (A),Orange,Riverina,Thomson & Facey Sts,Forbes ,2871,-33.3699,148.001,POINT (-33.369930267333984 148.00103759765625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61e3,4101,9915,Murwillumbah East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,18,10,318,6672 6781,murwillume-p.School@det.nsw.edu.au,6672 5583,Tweed (A),Lismore,Richmond,Charles St,Murwillumbah ,2484,-28.3209,153.4053,POINT (-28.32085609436035 153.4052734375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61e2,4103,7749,Telopea Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,3,2,51,9638 1296,telopea-p.School@det.nsw.edu.au,9638 0197,Parramatta (C),Parramatta,Parramatta,Chestnut Avenue,Telopea,2117,-33.797,151.0436,POINT (-33.79703140258789 151.04364013671875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61e1,4106,10171,Nowra Hill Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,5,3,113,4421 5671,nowrahill-p.School@det.nsw.edu.au,4423 2148,Shoalhaven (C),Kiama,Gilmore,Naval Air Station,Nowra ,2541,-34.9354,150.5662,POINT (-34.935420989990234 150.56622314453125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61e0,4110,8672,Central Mangrove Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,3,2,67,4373 1156,centmangro-p.School@det.nsw.edu.au,4373 1051,Gosford (C),Gosford,Robertson,1708 Wisemans Ferry Rd,Central Mangrove,2250,-33.2956,151.2444,POINT (-33.29562759399414 151.2444305419922)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61df,4111,9924,Tweed Heads South Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,11,5,205,07 5524 3408,tweedhdest-p.School@det.nsw.edu.au,07 5524 3466,Tweed (A),Tweed,Richmond,Heffron St,Tweed Heads South ,2486,-28.1953,153.539,POINT (-28.19534683227539 153.53904724121094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61de,4112,10625,Deniliquin South Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,4,297,03 5881 2045,deniliqsth-p.School@det.nsw.edu.au,03 5881 5079,Deniliquin (A),Murray,Farrer,Sloane St,Deniliquin ,2710,-35.5376,144.9558,POINT (-35.5376091003418 144.95582580566406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61dd,4115,9425,Mingoola Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,1,3,4,6737 5224,mingoola-p.School@det.nsw.edu.au,6737 5201,Tenterfield (A),Lismore,New England,16 Mingoola School Road,Mingoola,4380,-29.0051,151.5426,POINT (-29.005107879638672 151.54263305664062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61dc,4116,7832,Blacktown West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,26,6,425,9622 2285,blacktownw-p.School@det.nsw.edu.au,9621 7918,Blacktown (C),Blacktown,Chifley,Lancaster St,Blacktown ,2148,-33.7704,150.8931,POINT (-33.77043914794922 150.89305114746094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61db,4117,8716,Warnervale Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,18,4,447,4392 1358,warnervale-p.school@det.nsw.edu.au,4393 1647,Wyong (A),Wyong,Dobell,179-201 Warnervale Rd,Hamlyn Terrace,2259,-33.2518,151.4692,POINT (-33.25177764892578 151.46922302246094)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61da,4118,9500,Moree East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,9,7,111,6752 1798,moreeeast-p.School@det.nsw.edu.au,6752 1553,Moree Plains (A),Northern Tablelands,Parkes,Adelaide St,Moree ,2400,-29.477,149.8402,POINT (-29.47698211669922 149.84024047851562)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61d9,4121,10021,Albion Park Rail Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,26,11,324,4256 1287,albionpkr-p.School@det.nsw.edu.au,4257 1912,Shellharbour (C),Kiama,Whitlam,Tongarra Rd,Albion Park ,2527,-34.5676,150.7987,POINT (-34.56755065917969 150.79867553710938)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61d8,4122,8646,Miranda North Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,4,292,9524 6842,mirandanth-p.School@det.nsw.edu.au,9540 4814,Sutherland Shire (A),Miranda,Cook,162B The Boulevarde,Miranda ,2228,-34.032,151.1127,POINT (-34.0319938659668 151.11273193359375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61d7,4123,7745,Rydalmere East Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,9,6,170,9638 2250,rydalmeree-p.School@det.nsw.edu.au,9638 0191,Parramatta (C),Parramatta,Bennelong,Spurway St,Ermington ,2115,-33.8171,151.0582,POINT (-33.817142486572266 151.0581817626953)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61d6,4124,8649,Yowie Bay Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,24,5,500,9525 0315,yowiebay-p.School@det.nsw.edu.au,9540 4795,Sutherland Shire (A),Cronulla,Cook,Wonga Rd,Yowie Bay ,2228,-34.0482,151.1028,POINT (-34.04815673828125 151.10276794433594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61d5,4125,7744,Ermington West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,5,142,9638 5302,ermingtonw-p.School@det.nsw.edu.au,9638 0196,Parramatta (C),Parramatta,Bennelong,Vignes St,Ermington ,2115,-33.8059,151.0584,POINT (-33.80589294433594 151.05836486816406)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61d4,4126,10202,Campbelltown North Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,20,7,350,4625 1788,campbelltn-p.School@det.nsw.edu.au,4627 1278,Campbelltown (C),Campbelltown,Macarthur,Thomas St & Rudd Rd,Campbelltown ,2560,-34.0612,150.8266,POINT (-34.06119918823242 150.8265838623047)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61d3,4127,10410,Queanbeyan West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,24,7,366,6297 2020,queanbeyaw-p.School@det.nsw.edu.au,6299 4284,Queanbeyan (C),Monaro,Eden-Monaro,Morton St,Queanbeyan ,2620,-35.3484,149.2157,POINT (-35.348419189453125 149.2157440185547)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61d2,4129,6440,Heaton Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,9,3,178,4952 6022,heaton-p.School@det.nsw.edu.au,4952 6718,Newcastle (C),Wallsend,Newcastle,Janet St,Jesmond ,2299,-32.8997,151.6951,POINT (-32.899749755859375 151.695068359375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61d1,4131,10299,Young North Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,4,270,6382 2579,youngnorth-p.School@det.nsw.edu.au,6382 3002,Young (A),Cootamundra,Riverina,William St,Young ,2594,-34.311,148.3054,POINT (-34.31103515625 148.30540466308594)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61d0,4132,8963,Arcadia Vale Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,5,3,130,4975 1181,arcadiaval-p.school@det.nsw.edu.au,4975 4237,Lake Macquarie (C),Lake Macquarie,Hunter,Glade St,Arcadia Vale,2283,-33.0602,151.582,POINT (-33.06023025512695 151.58204650878906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61cf,4136,9035,Garden Suburb Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,13,5,219,4943 4898,gardensub-p.school@det.nsw.edu.au,4942 1552,Lake Macquarie (C),Charlestown,Shortland,Prospect Rd,Garden Suburb ,2289,-32.9479,151.6823,POINT (-32.94788360595703 151.68228149414062)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ce,4138,10715,Penrith South Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,26,7,428,4721 3160,penrithsth-p.School@det.nsw.edu.au,4731 1011,Penrith (C),Penrith,Lindsay,172-190 Jamison Rd,Penrith,2750,-33.7639,150.7006,POINT (-33.76390075683594 150.7006378173828)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61cd,4142,8578,Bankstown West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,2,273,9790 6158,bankstownw-p.school@det.nsw.edu.au,9796 7782,Bankstown (C),Bankstown,Blaxland,William St,Bankstown,2200,-33.9155,151.0196,POINT (-33.91552734375 151.01963806152344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61cc,4144,10489,Turvey Park Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,7,360,6925 2589,turveypark-p.School@det.nsw.edu.au,6925 1663,Wagga Wagga (C),Wagga Wagga,Riverina,31 Halloran Street,Wagga Wagga ,2650,-35.1291,147.3575,POINT (-35.129058837890625 147.35752868652344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61cb,4147,7594,Erskineville Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,16,4,373,9557 5206,erskinevil-p.School@det.nsw.edu.au,9550 4593,Sydney (C),Heffron,Sydney,Swanson St,Erskineville ,2043,-33.9009,151.1861,POINT (-33.900882720947266 151.1861114501953)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ca,4148,10690,Castlereagh Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,6,3,109,4776 1197,castlereag-p.School@det.nsw.edu.au,4776 1535,Penrith (C),Londonderry,Lindsay,Post Office Rd,Castlereagh ,2750,-33.667,150.676,POINT (-33.66702651977539 150.67596435546875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61c9,4149,15985,North Haven Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,4,321,6559 9261,northhaven-p.School@det.nsw.edu.au,6559 6475,Port Macquarie-Hastings (A),Port Macquarie,Lyne,Ocean Drive,North Haven ,2443,-31.6338,152.8198,POINT (-31.633806228637695 152.81976318359375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61c8,4151,8621,Tower Street Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,9,4,174,9773 6017,towerst-p.School@det.nsw.edu.au,9792 3905,Bankstown (C),East Hills,Banks,74 Tower St,Panania ,2213,-33.9564,151.0074,POINT (-33.956382751464844 151.0073699951172)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61c7,4155,9010,Edgeworth Heights Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,19,5,351,4958 1180,edgeworthh-p.school@det.nsw.edu.au,4958 4386,Lake Macquarie (C),Cessnock,Hunter,Ridley St,Edgeworth ,2285,-32.9244,151.6092,POINT (-32.92443084716797 151.6092071533203)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61c6,4157,7750,Yates Avenue Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,11,5,158,9874 6302,yatesave-p.School@det.nsw.edu.au,9804 6260,Parramatta (C),Parramatta,Parramatta,Yates Ave,Dundas Valley,2117,-33.7956,151.0584,POINT (-33.79560852050781 151.0583953857422)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61c5,4160,7771,Kent Road Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,25,3,528,9878 2884,kentroad-p.School@det.nsw.edu.au,9878 5795,Ryde (C),Ryde,Bennelong,Kent & Herring Rds,Eastwood ,2122,-33.7874,151.1089,POINT (-33.78741455078125 151.1089324951172)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61c4,4161,8538,Liverpool West Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,36,10,625,9602 8062,liverpoolw-p.School@det.nsw.edu.au,9822 5093,Liverpool (C),Liverpool,Fowler,79-81 Hoxton Park Rd,Liverpool ,2170,-33.9271,150.9077,POINT (-33.927101135253906 150.90768432617188)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61c3,4162,7824,Seven Hills West Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,25,9,391,9622 2136,sevenhillw-p.School@det.nsw.edu.au,9831 6437,Blacktown (C),Blacktown,Greenway,Lucas Rd & Sackville St,Seven Hills ,2147,-33.766,150.9216,POINT (-33.765987396240234 150.92160034179688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61c2,4163,14965,Elermore Vale Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,21,8,407,4955 9016,elermoreva-p.school@det.nsw.edu.au,4950 2195,Newcastle (C),Wallsend,Newcastle,Jubilee Rd,Wallsend ,2287,-32.9156,151.6668,POINT (-32.91558837890625 151.66680908203125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61c1,4164,7739,Truscott Street Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,19,10,327,9878 1264,truscottst-p.School@det.nsw.edu.au,9878 5794,Ryde (C),Ryde,Bennelong,Truscott St,North Ryde ,2113,-33.7941,151.1309,POINT (-33.794097900390625 151.13092041015625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61c0,4165,7768,Epping North Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,21,5,412,9876 5254,eppingnth-p.School@det.nsw.edu.au,9868 5745,Hornsby (A),Epping,Bennelong,Boundary Rd,North Epping ,2121,-33.7576,151.0954,POINT (-33.75764465332031 151.09542846679688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61bf,4166,7835,Marayong Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,30,15,476,9622 2394,marayong-p.School@det.nsw.edu.au,9831 3795,Blacktown (C),Blacktown,Chifley,Davis Rd,Blacktown ,2148,-33.7566,150.8953,POINT (-33.75661087036133 150.8953094482422)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61be,4168,10447,Lavington East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,15,5,357,6025 1157,lavingtone-p.School@det.nsw.edu.au,02 6040 2332,Albury (C),Albury,Farrer,518 Daly Street,Lavington,2641,-36.0393,146.9489,POINT (-36.03932189941406 146.94894409179688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61bd,4173,10483,Kooringal Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,23,7,456,6922 6443,kooringal-p.School@det.nsw.edu.au,6926 2034,Wagga Wagga (C),Wagga Wagga,Riverina,Lake Albert Rd,Wagga Wagga ,2650,-35.1488,147.3732,POINT (-35.148826599121094 147.3732452392578)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61bc,4177,9776,Albert Park Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,4,4,56,6621 3259,albertpk-p.School@det.nsw.edu.au,6622 0560,Lismore (C),Lismore,Page,344 Keen Street,East Lismore ,2480,-28.8216,153.2725,POINT (-28.821563720703125 153.27249145507812)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61bb,4180,9975,Berkeley West Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,10,4,214,4271 1478,berkeleyw-p.School@det.nsw.edu.au,4271 5334,Wollongong (C),Wollongong,Whitlam,Nolan St,Berkeley ,2506,-34.4755,150.841,POINT (-34.47549819946289 150.84100341796875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ba,4183,8730,Budgewoi Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,30,8,540,4390 9166,budgewoi-p.School@det.nsw.edu.au,4399 1958,Wyong (A),Swansea,Shortland,Lukela Ave,Budgewoi,2262,-33.2257,151.5493,POINT (-33.2257194519043 151.54931640625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61b9,4184,9767,Lennox Head Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,3,334,6687 7230,lennoxhead-p.School@det.nsw.edu.au,6687 7082,Ballina (A),Ballina,Richmond,25 Byron Street,Lennox Head,2478,-28.7944,153.5907,POINT (-28.794376373291016 153.5906982421875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61b8,4185,8955,Valentine Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,23,5,538,4942 8211,valentine-p.School@det.nsw.edu.au,4942 8438,Lake Macquarie (C),Swansea,Shortland,Tallawalla Rd,Valentine ,2280,-33.0091,151.6425,POINT (-33.00914764404297 151.64251708984375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61b7,4190,10883,Black Springs Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,2,2,10,6335 8155,blacksprin-p.School@det.nsw.edu.au,6335 8178,Oberon (A),Bathurst,Calare,Avoca St,Black Springs,2787,-33.8457,149.742,POINT (-33.84569549560547 149.7419891357422)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61b6,4191,7820,Lalor Park Public School,Primary School,Comprehensive,Kinder to Year 6,Y,Coed,20,9,139,9624 4808,lalorpark-p.School@det.nsw.edu.au,9838 7651,Blacktown (C),Blacktown,Greenway,Heffron Rd,Lalor Park ,2147,-33.7605,150.9312,POINT (-33.76050567626953 150.93124389648438)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61b5,4192,7821,Bert Oldfield Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,14,3,232,9622 2122,bertoldfie-p.School@det.nsw.edu.au,9621 2521,Blacktown (C),Seven Hills,Greenway,Oldfield Rd,Seven Hills,2147,-33.7775,150.9245,POINT (-33.777503967285156 150.92453002929688)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61b4,4193,7830,Blacktown South Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,41,8,922,9622 2449,blacktowns-p.School@det.nsw.edu.au,9831 2379,Blacktown (C),Blacktown,Greenway,183 Flushcombe Rd,Blacktown ,2148,-33.7802,150.9052,POINT (-33.78019332885742 150.90518188476562)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61b3,4194,9048,Charlestown East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,13,8,210,4943 5173,charlestoe-p.School@det.nsw.edu.au,4942 2575,Lake Macquarie (C),Charlestown,Shortland,James St,Charlestown ,2290,-32.9712,151.7047,POINT (-32.97117614746094 151.70469665527344)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61b2,4195,10841,Warrimoo Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,9,2,159,4753 6182,warrimoo-p.School@det.nsw.edu.au,4753 6898,Blue Mountains (C),Blue Mountains,Macquarie,Florabella St,Warrimoo ,2774,-33.7281,150.6002,POINT (-33.728057861328125 150.6002197265625)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61b1,4196,9622,Kempsey South Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,9,6,118,6562 7033,kempseysth-p.School@det.nsw.edu.au,6562 7645,Kempsey (A),Oxley,Cowper,21 Queen St,Kempsey ,2440,-31.095,152.8299,POINT (-31.094959259033203 152.82989501953125)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61b0,4197,8956,Blacksmiths Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,5,2,108,4971 1519,blacksmith-p.school@det.nsw.edu.au,4972 1407,Lake Macquarie (C),Swansea,Shortland,Amaroo St,Blacksmiths,2281,-33.0713,151.654,POINT (-33.07130432128906 151.6540069580078)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61af,4198,8533,Casula Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,41,7,811,9602 3170,casula-p.School@det.nsw.edu.au,9821 1020,Liverpool (C),Holsworthy,Werriwa,De Meyrick Ave,Casula ,2170,-33.9442,150.9092,POINT (-33.944217681884766 150.90919494628906)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ae,4199,7711,Elanora Heights Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,30,4,593,9913 7283,elanorahts-p.School@det.nsw.edu.au,9913 3749,Pittwater (A),Pittwater,Mackellar,43 Elanora Road,Elanora Heights ,2101,-33.7037,151.2847,POINT (-33.703670501708984 151.2847442626953)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ad,4200,7706,Allambie Heights Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,22,6,518,9451 5440,allambieht-p.School@det.nsw.edu.au,9975 5046,Warringah (A),Wakehurst,Warringah,Allambie Rd,Allambie Heights ,2100,-33.7662,151.2492,POINT (-33.766151428222656 151.24920654296875)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ac,4203,9038,Kotara South Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,17,5,302,4957 5319,kotarasth-p.school@det.nsw.edu.au,4956 2203,Newcastle (C),Charlestown,Newcastle,150 Rae Crescent,Kotara,2289,-32.9465,151.6943,POINT (-32.946529388427734 151.6942596435547)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61ab,4204,11095,Parkes East Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,11,5,221,6862 2021,parkeseast-p.School@det.nsw.edu.au,6862 5270,Parkes (A),Orange,Riverina,1-3 Thornbury St,Parkes ,2870,-33.1361,148.1902,POINT (-33.13605499267578 148.19021606445312)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61aa,4205,10773,St Marys North Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,22,4,432,9623 1443,stmarysnth-p.School@det.nsw.edu.au,9833 1283,Penrith (C),Londonderry,Lindsay,24-40 Willow Road,North St Marys,2760,-33.7562,150.7826,POINT (-33.756229400634766 150.7825927734375)
nsw_school_locations_2016.fid-50b50329_1830bcd77b8_-61a9,4206,5542,Biddabah Public School,Primary School,Comprehensive,Kinder to Year 6,N,Coed,18,5,453,4954 6058,biddabah-p.school@det.nsw.edu.au,4956 6780,Lake Macquarie (C),Lake Macquarie,Shortland,Medcalf St,Warners Bay ,2282,-32.9661,151.6418,POINT (-32.9660530090332 151.64181518554688)
